name,scholar_id,affiliation,interests,citedby,num_publications,coauthors_id
Michaël Chelle,EAcCGNsAAAAJ,INRAE,"['plant ecophysiology', 'micrometeorology', 'radiative transfer', 'plant-pathogen interaction', 'computer science']",3415,135,[]
John B. Hogenesch,GseT2dUAAAAJ,"Professor, Division of Human Genetics, Immunobiology, and Pulmonary Medicine CCHMC","['genomics', 'circadian', 'sleep', 'bioinformatics', 'systems biology']",48078,274,"['6VZfvlIAAAAJ', '55sPPYMAAAAJ', 'xPGhKkoAAAAJ', 'HJRtfYIAAAAJ', 'fpD8M5wAAAAJ', 'u6GisbUAAAAJ', 'gosZHB8AAAAJ', '5LyAN5oAAAAJ', 'CK6Qg7gAAAAJ', 'aH9tcWoAAAAJ', 'JdRV5GkAAAAJ', 'xk4nvvAAAAAJ', 'kL1vX4oAAAAJ', 'EQIuT24AAAAJ', '8lGBvkIAAAAJ', 'zxVzgwcAAAAJ', 'SPEZJ5wAAAAJ', '2aSu29oAAAAJ', 'k0UB-o4AAAAJ', 'GwBABAkAAAAJ', '-9MgcaMAAAAJ', 'PITvW4wAAAAJ', 'iO5Gw7wAAAAJ', 'sgnC0ncAAAAJ', 'WxZ_6nsAAAAJ', '38AAmqEAAAAJ', '1hw5bX4AAAAJ', 'XFqoPekAAAAJ', 'pch98TIAAAAJ', 'KgHsXQ4AAAAJ', 'IKC-LV0AAAAJ', 'xc3ju04AAAAJ', '217PMk0AAAAJ', 'lRTRxSIAAAAJ', '6sqHOY0AAAAJ', 'vHobjzgAAAAJ', 'Nq85ircAAAAJ', 'sj4qs04AAAAJ', 'nFW-2Q8AAAAJ', 'fH3qBgYAAAAJ', 'R0YV3toAAAAJ', 'HGUNqcYAAAAJ', 'JmqCT2EAAAAJ', '4rDv_MAAAAAJ', 'OsqwxfIAAAAJ', 'A7Kis4kAAAAJ', '3Lfraf8AAAAJ', 'x1V6G-gAAAAJ', 'gI_AAyEAAAAJ', 'vPLNIKMAAAAJ', '2TyV8RwAAAAJ', 'CgBPZNsAAAAJ', 'xiL1lscAAAAJ', 'jqnnytoAAAAJ', 'Ay7qAI4AAAAJ', 'w2LH7y0AAAAJ', 'Kxuj40kAAAAJ', 'lsYXBx8AAAAJ', 'eK2YuAoAAAAJ', 'yAqEpxMAAAAJ', 'ztVFVEIAAAAJ', 'qYXm6WEAAAAJ']"
CARLOS ESTEBAN HERNANDO,jknynz0AAAAJ,Fundación Instituto Leloir,['Plant Genomics'],850,18,[]
Martina Legris,dGSeWqQAAAAJ,Postdoc. Fankhauser lab. University of Lausanne. Switzerland.,"['Plant physiology', 'Cell biology', 'Microscopy', 'Light and temperature signalling in Arabidopsis.']",1726,27,[]
Scott Finlayson,fn-HY-AAAAAJ,"Dept. Soil and Crop Sciences, Texas A&M University","['plant development', 'phytohormones', 'plant stress', 'branching', 'light signaling']",3501,85,"['xk-WIFMAAAAJ', 'fx2WMd8AAAAJ', 'IcoBGggAAAAJ', 'jckDGzsAAAAJ', 'ZfQ2A74AAAAJ', 'Lh9I8f4AAAAJ', 'dGSeWqQAAAAJ', 'oM75NPkAAAAJ', 'qXPd_pcAAAAJ', '9Xv52PkAAAAJ', 'R3yumOIAAAAJ', 'GCFoh2oAAAAJ', 'upU3J70AAAAJ', 'J1my6MsAAAAJ', 'h7Mm9WoAAAAJ', 'l_n_ibUAAAAJ', 'swfShxQAAAAJ', 'VTC-xV8AAAAJ', '3rZSW4YAAAAJ']"
Tesfamichael H. Kebrom,IcoBGggAAAAJ,Prairie View A&M University,['Plant Sciences'],2631,24,"['6HmPhRwAAAAJ', 'fn-HY-AAAAAJ', 'hwJFDYsAAAAJ', 'RkF_K8oAAAAJ', 'ECVtqiIAAAAJ', 'hvoNlLoAAAAJ', 'xk-WIFMAAAAJ', '9GS6qkgAAAAJ', 'ChlxRoEAAAAJ', 'en-j3nQAAAAJ', '9FV1v6gAAAAJ', 'XyHzOmgAAAAJ', 'kP_mlskAAAAJ', '0W5V8soAAAAJ']"
Ezequiel Petrillo,0_5sSdgAAAAJ,IFIBYNE,[],2707,47,"['wNge-pIAAAAJ', 'xc3ju04AAAAJ', 'MaB8PC0AAAAJ', 'LiojlGoAAAAJ', 'gFXgfpkAAAAJ', 'SDjGISIAAAAJ']"
Philip A Wigge,iuBGuyIAAAAJ,"Professor of Plant Adaptation, Leibniz IGZ and University of Potsdam","['Plant Temperature Sensing', 'Development', 'Brachypodium', 'Arabidopsis']",11228,97,"['1tDFrWIAAAAJ', 'B0rB_x0AAAAJ', 'RpwtNr4AAAAJ', '8qvY6rIAAAAJ', 'kY0ZQoIAAAAJ', 'w6pSNyEAAAAJ', 'VgzYS6IAAAAJ', 'rKZUJLUAAAAJ', 'HR8YEjsAAAAJ', 'wo-kEBcAAAAJ', 'n1LLeswAAAAJ', 'EZhch-MAAAAJ', 'J-DuZxoAAAAJ', 'yzwJCP8AAAAJ', 'U6GUf8YAAAAJ', 'KxI0VnkAAAAJ', '3NaY5wUAAAAJ', 'ngoz5gsAAAAJ', 'UWyyLgIAAAAJ', 'BkbnIxkAAAAJ', '1kJ5xGcAAAAJ', 'dkYEhFUAAAAJ', 'JKmHLE8AAAAJ', 'tfzddR0AAAAJ', 'kOfIZ3QAAAAJ', 'xk-WIFMAAAAJ', 'dGSeWqQAAAAJ', 'xkVYxaUAAAAJ', '9hjMs7QAAAAJ', 'hhy7-oQAAAAJ', 'UMbfxUAAAAAJ', 'x6J97nkAAAAJ', 'gTBEO8MAAAAJ', 'HnRv_NoAAAAJ', 'wuphzTEAAAAJ', '0oQaCNEAAAAJ', 'Q3cl7PEAAAAJ', 'JhkrYe8AAAAJ', '4lX7YNoAAAAJ', 'k2vWv7IAAAAJ', 'NjzvH3kAAAAJ', '0Brti0cAAAAJ', 'f9EWHUwAAAAJ', 'px8Y8xAAAAAJ', 'h3U1Y5sAAAAJ', 'FUOaHmUAAAAJ', 'VHYcaz4AAAAJ', 'n3-32jAAAAAJ', '6kF5hy0AAAAJ', 'ANkuxPkAAAAJ', 'xhR_5Q0AAAAJ', 'teKP2fAAAAAJ', 'lnX7CIQAAAAJ', 'x35U0bcAAAAJ', 'mywyfl8AAAAJ', 'gF_2tpoAAAAJ', 'jfAJGBcAAAAJ', 'GSyLwJkAAAAJ', '-8yXOXQAAAAJ', 'XVWrA4oAAAAJ', '66U8NasAAAAJ', 'x7dfIgIAAAAJ', 'mL-2brQAAAAJ', 'CDzAtWcAAAAJ', 'vo-tCEwAAAAJ', 'f5UWmXIAAAAJ', 'DUnWIEkAAAAJ', 'In3K-TEAAAAJ', 'ASUg6icAAAAJ', 'TjCzjFQAAAAJ', '_UP6HXMAAAAJ', 'hL-7RY4AAAAJ', 'jnPGdUgAAAAJ', '9ENU67IAAAAJ', 'Q3C3qooAAAAJ', 'IzhtPq4AAAAJ', 'IeBc5OsAAAAJ', '0LUDLT8AAAAJ', 'MOaFLkMAAAAJ', 'esPRxUoAAAAJ', 'CD6IAXYAAAAJ', 'vxwBs3kAAAAJ', 'KAwonZ0AAAAJ', '12lirp4AAAAJ', 'oExLgrAAAAAJ', 'CUAuL88AAAAJ', 'aWMFONUAAAAJ', '9Gm-z-kAAAAJ', 'SbRSEvQAAAAJ', 'xgwNnCYAAAAJ', 'vjTrbQYAAAAJ', 'sI2iGH8AAAAJ', 'vjjNnecAAAAJ', '2X5a4wwAAAAJ', 'YZAdiX8AAAAJ', 'jUeVqfMAAAAJ', 'Ef6b9F4AAAAJ', 'NzaKF_IAAAAJ', 'NwzwstMAAAAJ', 'xOvLCisAAAAJ', 'H2qTYnwAAAAJ', '1lo8WO0AAAAJ', 'Ab2Od4MAAAAJ', 'r8Y-MsQAAAAJ', 'KDNeeUcAAAAJ', 'xzRArjAAAAAJ', 'Qal8aaUAAAAJ', '7pvlDNcAAAAJ', '4UOg8uEAAAAJ', 'ZXO0FQYAAAAJ', 'hwRv_scAAAAJ', '6EShygcAAAAJ', 'ZMEr7wIAAAAJ', 'EaP9PlAAAAAJ', '8NNcOOAAAAAJ', 'vpPM-RgAAAAJ', 'm7f8QWQAAAAJ', '_VPzwfoAAAAJ', '2Unw5XEAAAAJ', 'iCdNGGAAAAAJ', 'kQrfmbYAAAAJ', 'ZmJA8MsAAAAJ', 'N-r-1HgAAAAJ', 'UyFQJxgAAAAJ', 'zfAWsrUAAAAJ', '3wdg2ZMAAAAJ', '0WDcbPwAAAAJ']"
Manuel Pacin,GCFoh2oAAAAJ,PhD student IFEVA-CONICET,"['Plant Photobiology', 'Plant Physiology']",426,8,"['xk-WIFMAAAAJ', 'dGSeWqQAAAAJ', 'oa-FfGAAAAAJ', 'fn-HY-AAAAAJ']"
Satchidananda Panda,6VZfvlIAAAAJ,Salk Institute,"['Time-restricted eating', 'Circadian Rhythm', 'Melanopsin', 'metabolism']",35136,162,[]
Sriram Reddy,fx2WMd8AAAAJ,Valent BioSciences,"['crop stress physiology', 'plant hormones', 'yield enhancement', 'and gene discovery']",697,26,"['xk-WIFMAAAAJ', 'J1my6MsAAAAJ', 'QzRRcfIAAAAJ', 'IcoBGggAAAAJ', 'feBw9ZcAAAAJ', '3rZSW4YAAAAJ']"
Gustavo Gabriel Striker,eRg7XakAAAAJ,"Plant Physiology, IFEVA/CONICET - Agronomy, UBA (Argentina)","['Ecophysiology', 'waterlogging', 'sequential stress', 'plant recovery', 'forage & crops']",2453,97,"['1Fw51_4AAAAJ', 'gj5tcwUAAAAJ', 'R3yumOIAAAAJ', 'PzGNHQEAAAAJ', 'CpY42ukAAAAJ', '_SpmDWYAAAAJ', 'd7l_QfYAAAAJ', 'hwA5I8sAAAAJ', 'pxYz8G0AAAAJ', 'BOTeq9IAAAAJ', 'zxDZ_GsAAAAJ', 'pCUY7ToAAAAJ']"
Brian F. Thomas,58ZXn5QAAAAJ,"Empirical Pharmaceutical Services, LLC","['Pharmacology', 'Analytical Chemistry', 'Mass Spectrometry']",8189,172,"['MPFG_jcAAAAJ', 'vTOPbOwAAAAJ']"
Victor Sadras,Dn1ofkEAAAAJ,South Australian R&D Institute,"['Agriculture', 'Resources', 'Water', 'Nitrogen', 'Temperature']",21239,479,"['ajJWQ2IAAAAJ', 'yd0iZkEAAAAJ', 'KVmEcN0AAAAJ', 'DVuZR_cAAAAJ', 'gHmRRlMAAAAJ', 'R4GVmWAAAAAJ', 'rG0-3xkAAAAJ', 'XT7qkKIAAAAJ', 'q41xWb4AAAAJ', 'OlVuKscAAAAJ', 'la3p2-oAAAAJ', 'ZEDhbjAAAAAJ', 'x45ysVcAAAAJ', 'cabG52oAAAAJ', 'Ah47oOAAAAAJ', 'jlqt0ykAAAAJ', 'pp5qVhcAAAAJ', 'U3ZWlhkAAAAJ', 'mA1v4_8AAAAJ', 'vdDVnfEAAAAJ', 'FW4EzdEAAAAJ', 'crRohGUAAAAJ', 'yehKg0AAAAAJ', 'AAkGDlgAAAAJ', 'X16jdg4AAAAJ', 'sHkGIRcAAAAJ', 'fsJzX7IAAAAJ', 'WcySQHIAAAAJ', 'iHd7h2AAAAAJ', '-R9lTlMAAAAJ', 'CUAuL88AAAAJ', '_eyZv68AAAAJ', '9B0Xb20AAAAJ', 'ETuHdusAAAAJ', 'qfvAGvMAAAAJ', 'd_HK9ygAAAAJ', 'eq3gvikAAAAJ', 'QtqjfIIAAAAJ', 'oWx66nAAAAAJ', 'jsKzIKQAAAAJ', 'xk-WIFMAAAAJ', 'q_UpHfgAAAAJ', 'ZPWQawwAAAAJ', '4gxzWikAAAAJ', 'NUTE6W0AAAAJ', 'k9JoL_cAAAAJ', 'A7fGRWwAAAAJ', 'IEN9VpkAAAAJ', 'K_ODZjYAAAAJ', 'FTvzOtkAAAAJ', 'gULg42oAAAAJ', 'oPKGYIUAAAAJ', 'qw_KU7oAAAAJ', 'EpbSSIYAAAAJ', 'cBgAvdkAAAAJ', 'xEaJAjwAAAAJ', 'A3f5wRQAAAAJ', '-cBz2BQAAAAJ', 'BMzh_78AAAAJ', 'G_UpxbwAAAAJ', 'mduVU7cAAAAJ', 'Wj3RVicAAAAJ', 'W1VBucMAAAAJ', 'r0OFS-kAAAAJ', 'imXhnxMAAAAJ', 'TAS6ouUAAAAJ', 'yJwANO8AAAAJ']"
Jose Alonso,ZVUGn78AAAAJ,North Carolina State University,"['Genetics', 'Arabidopsis', 'hormones']",36741,121,[]
Pedro J. Aphalo,mA1v4_8AAAAJ,"Senior Lecturer in Physiological Plant Ecology, University of Helsinki","['Photobiology', 'Plant Biology', 'Plant Ecology', 'Plant Sensory Ecology']",6084,194,"['WjrTMHUAAAAJ', 'okuISq4AAAAJ', 'plzw-oUAAAAJ', 'wSfvB5UAAAAJ', 'b1C_YWoAAAAJ', 'Dn1ofkEAAAAJ', 'K9unE_IAAAAJ', 'UcBFL70AAAAJ', '8PEUMs4AAAAJ', 'o-71TNUAAAAJ', 'L5mkh64AAAAJ', 'xk-WIFMAAAAJ', '1SLWUz4AAAAJ', '2n_B1MwAAAAJ', 'QXLQ_I4AAAAJ', 'OpCdJIEAAAAJ', 'TlYYSV0AAAAJ', 'pDDtv4AAAAAJ', 'brGhxnwAAAAJ', 'fp3Jo_cAAAAJ', 't8JmZGIAAAAJ', 'yE5UKmcAAAAJ', 'xREEx5YAAAAJ']"
Miguel A. Blazquez,tMRVsS0AAAAJ,Instituto de Biología Molecular y Celular de Plantas (CSIC-U Politécnica de Valencia),"['Plant Hormone Signaling', 'Plant Development', 'Plant Evolution']",14369,139,"['VgzYS6IAAAAJ', 'lAKyB0wAAAAJ', '5TCK7OIAAAAJ', 'Dsr_4C4AAAAJ', 'An319EoAAAAJ', 'FBDn8ScAAAAJ', 'kSS4nkYAAAAJ', '_o_AK1kAAAAJ', 'gaeieR0AAAAJ', '7eujWgoAAAAJ', 'EeEtku8AAAAJ', 'JEG_GroAAAAJ', 'xk-WIFMAAAAJ', 'mPMRoysAAAAJ', 'yphtoy4AAAAJ', '4qZ00UwAAAAJ', '-RIxJlkAAAAJ', 'd8O5OH0AAAAJ', 'mt0RhpcAAAAJ', '9ENU67IAAAAJ', 'DSbbGNIAAAAJ', 'GuhDzAkAAAAJ', '4FNFtoAAAAAJ', '6Opnr8cAAAAJ', 'Ws8qg80AAAAJ', 'VN3ZOusAAAAJ', '8CRLlesAAAAJ', 'Y3VZg5QAAAAJ', '4rqp6V8AAAAJ', 'a63uPAoAAAAJ', 'UxcsPQkAAAAJ', 'LfdJXJ4AAAAJ', 'dHNtC98AAAAJ', 'UiJqCv4AAAAJ', '5YkSuLwAAAAJ', 'oouV2fwAAAAJ', 'dGSeWqQAAAAJ', 'CqcimVEAAAAJ', 'zfAWsrUAAAAJ', 'mBycqEwAAAAJ', 'CCUeYtsAAAAJ', '_YGcagEAAAAJ', 'hzPZhNkAAAAJ', 'f1JYS_wAAAAJ', 'QdQZlVkAAAAJ', '14K2mxoAAAAJ', 'tcMBGKIAAAAJ', 'bp6yH18AAAAJ', 'gSR0btEAAAAJ', 'BkbnIxkAAAAJ', 'JsBPOe4AAAAJ', 'B9BQaNIAAAAJ', 'qt5S5JIAAAAJ']"
Letícia Labriola,Fx6Z324AAAAJ,University of São Paulo,['Biochemistry- Cell & Molecular Biology'],2133,132,['nM-vzhUAAAAJ']
Eva Kevei,KANRFd8AAAAJ,University of Reading,"['ageing', 'proteostasis regulation', 'ubiquitination']",4086,29,[]
Santiago Alvarez Prado,F37dnTIAAAAJ,IICAR-CONICET,"['Agronomy', 'Plant Physiology', 'Genetics']",559,50,"['NDKX1Z4AAAAJ', 'TMtCSKgAAAAJ', 'fsJzX7IAAAAJ', '90qbU6sAAAAJ', 'Dn1ofkEAAAAJ', '-o5XhQUAAAAJ']"
Gil Ast,2KdNUxQAAAAJ,Professor of Human Genetics,"['alternative splicing', 'gc content', 'intron', 'exon', 'chromatin']",12800,112,[]
Joseph P. Noel,xiL1lscAAAAJ,Professor - The Salk Institute for Biological Studies,"['Molecular Evolution', 'Structural Biology', 'Chemical Biology', 'Plant Biology', 'Enzymology & Biochemistry']",30257,314,"['TX2QLhkAAAAJ', '-RIxJlkAAAAJ', 'OXQvPOgAAAAJ', 'oYIbJosAAAAJ', 'fcxriTYAAAAJ', 'mpEY770AAAAJ', 'EeEtku8AAAAJ', 'I2JhdYQAAAAJ', 'N0-Nc7AAAAAJ', 'yzwJCP8AAAAJ', 'QwNUvhMAAAAJ', 'u9xxgFcAAAAJ', 'EEvM6-QAAAAJ', '-uD8dMAAAAAJ', 'jtYyh8EAAAAJ', '8bP7socAAAAJ', '_SI7HeAAAAAJ', 'RhYmMPkAAAAJ', 'hbfiFdAAAAAJ', 'X3nb7wgAAAAJ', 'MoI7hB0AAAAJ', '_vU5WqoAAAAJ', 'zmgqykQAAAAJ', '_HbmSp8AAAAJ', 'Q8m6w2cAAAAJ', 'gWDuXmUAAAAJ', 'LjfGNNwAAAAJ', 'xdJycakAAAAJ', 'HnD2xxIAAAAJ', 'dP7-H3EAAAAJ', 'Lq9duhsAAAAJ', 'yoJQ6sMAAAAJ', '3uxQKqMAAAAJ', 'KSakIhkAAAAJ', 'icgpRFMAAAAJ', 'b1C_YWoAAAAJ', 'klZq_qgAAAAJ', 'jDewJRwAAAAJ', '_usy8ZAAAAAJ', 'jaBk9qkAAAAJ', '8dM4Cj0AAAAJ', 'sK2d-6YAAAAJ', 'GseT2dUAAAAJ', 'oE4rbL8AAAAJ', 'xgIi5LAAAAAJ', 'MZ65xcoAAAAJ', 'xsPM4ecAAAAJ', 'Cis8OcsAAAAJ', 'cJjHMTsAAAAJ', 'arEws7IAAAAJ', 'A0XsdIMAAAAJ', 'IsfIfVsAAAAJ', '2hDyvLwAAAAJ', '20Me4FMAAAAJ', 'SWsJSCEAAAAJ', '217PMk0AAAAJ', '55sPPYMAAAAJ', 'MOaFLkMAAAAJ', 'sOWFrVYAAAAJ', 'GapTQi4AAAAJ', '8zQDt-EAAAAJ', 'ccHzTFIAAAAJ', 'Y46rz3sAAAAJ', '_6js4T4AAAAJ', 'ViRrNIAAAAAJ', 'sIg1GfwAAAAJ']"
Zsuzsanna Mérai,XPMNpykAAAAJ,Gregor Mendel Institute,"['epigenetics', 'genetics', 'RNA biology', 'photobiology']",1729,25,[]
Ruijiao Xin,xjkZCI0AAAAJ,"Ph.D, UT Austin","['Molecular Biology，Genomics', 'Bioinformatics']",345,9,"['vHP8ugIAAAAJ', 'xc3ju04AAAAJ', 'Gmiee4QAAAAJ', 'VgzYS6IAAAAJ', 'nGj4p9YAAAAJ', 'EKguzeUAAAAJ']"
Thiago Alexandre Moraes,VliDR3kAAAAJ,Crop Science Centre,[],547,33,"['1or3jy8AAAAJ', 'BI2KqBcAAAAJ', 'WKzRUIUAAAAJ', '13qqO58AAAAJ', 'QnkMXqIAAAAJ', 'rg7MoCEAAAAJ', 'NC3KiBkAAAAJ', 'tLLUytoAAAAJ', 'aah6M7AAAAAJ', 'VRJxDoYAAAAJ']"
Bernd Weisshaar,K2dBArkAAAAJ,"Bielefeld University, Faculty of Biology & Center for Biotechnology - CeBiTec","['functional genomics', 'genetics', 'plant breeding', 'regulation of gene expression']",31306,219,"['wUsAK3kAAAAJ', 'Ic8MKgUAAAAJ', 'i0MrmzoAAAAJ', 'DdXYEUwAAAAJ', '1CbAO2UAAAAJ', 'BRO7uyYAAAAJ', 'lokiQbIAAAAJ', '2E9s-ncAAAAJ', 'xfQuX6sAAAAJ', 'v5xXwzYAAAAJ', 'pRQe6ooAAAAJ', '7CrqvQMAAAAJ', 'Ypv0aCUAAAAJ', 'ILxFc5gAAAAJ', '13qqO58AAAAJ', 'Y1lV2RYAAAAJ', 'BDgstjgAAAAJ', 'i_7rY6AAAAAJ', 'zq6v1VUAAAAJ', '8PKnEr4AAAAJ', '2aApEWMAAAAJ', 'Kb2nOcYAAAAJ', 'qJ8iOCsAAAAJ', 'TN3bbNwAAAAJ', 'qWn0WPEAAAAJ', 'qw5JCWkAAAAJ', 'zfAWsrUAAAAJ', 'bPCGXikAAAAJ', 'v7wPrpEAAAAJ', 'jYUwUvEAAAAJ', 'EaTAuSoAAAAJ', 'P6gq9bMAAAAJ', 'Vo7bg3YAAAAJ', 'F7ZDqLwAAAAJ', 'WKzRUIUAAAAJ', 'm5ObOwgAAAAJ', 'fTyvNlkAAAAJ', '684wE_MAAAAJ', 'lJlm0gIAAAAJ', 'kY9nvIAAAAAJ', 'M516MPQAAAAJ', 'n-_LwQgAAAAJ', 'ijygVggAAAAJ', 'ZtxsCJ0AAAAJ', 'NIKZjd8AAAAJ', 'ba2ScxQAAAAJ', 'rYL9sQgAAAAJ', '5he4OtIAAAAJ', 'URF0UJoAAAAJ', 'EB-r0bwAAAAJ', 'rkSTLLsAAAAJ', 'YRcPfSwAAAAJ', 'EZhch-MAAAAJ', 'vHP8ugIAAAAJ', 'xzNOm3kAAAAJ', 'JlnI3LkAAAAJ', 'ssku4rsAAAAJ', 'gs0OkPQAAAAJ', 'wTs-4wkAAAAJ', 'RjKYuDIAAAAJ', '3-Nh_5oAAAAJ', '5393dqcAAAAJ', 'S6BCaNYAAAAJ', 'JOQwd7kAAAAJ', '1q4XuwoAAAAJ', 'oELXycAAAAAJ', '2orMXfgAAAAJ', 'G-_P67gAAAAJ', 'yBt0B78AAAAJ', 'UVeUz10AAAAJ', 'ANM08poAAAAJ', 'RmIoUwUAAAAJ', '4NvBRToAAAAJ', 'bsSeT7sAAAAJ', 'vnCo2icAAAAJ', 'BAJjKk8AAAAJ', 'dEQP81MAAAAJ', '9ltrZX8AAAAJ', 'S7mpYR8AAAAJ', 'ym0GikcAAAAJ', 'YUaKN7sAAAAJ', 'Mjdn-gMAAAAJ', 'Ae-gf4cAAAAJ', 'rF7Cm2AAAAAJ', 'fJY0snwAAAAJ', '5Sm4NngAAAAJ', '-oeA1lMAAAAJ', 'Z2BwNIUAAAAJ', 'CUD0ZY4AAAAJ', 'xtWJ8JsAAAAJ', 'LTAbijoAAAAJ', 'CIy1bkoAAAAJ', 'ZrTx60wAAAAJ', 'AUp6ONkAAAAJ', 'xJ-4MCQAAAAJ', '37-UxKMAAAAJ', '-OsYtToAAAAJ', 'cSAYTJMAAAAJ', 'KtnF4FgAAAAJ', 'LD95wM0AAAAJ', 'KOrTdxMAAAAJ', 'XBj3q30AAAAJ', 'MjT8ydcAAAAJ', 'l8uvASgAAAAJ', 'sCxJqCoAAAAJ', 'ODrodf4AAAAJ', '_4MVYGEAAAAJ']"
Michael H. Farkas,w2LH7y0AAAAJ,"Associate Professor of Ophthalmology, State University of New York at Buffalo","['RNA-Seq', 'iPS', 'lncRNA', 'inherited retinal dystrophies', 'gene therapy']",1243,38,[]
Fabio Fornara,7pPlII0AAAAJ,University of Milan,['rice photoperiodic flowering'],8222,48,[]
Ana L. Scopel,VNngUG4AAAAJ,Professor INBA-CONICET-Univ of Buenos Aires,"['Natural products', 'Bioactivity', 'Bioenergy', 'Biochar']",6862,99,[]
Norberto Iusem,l7STPu0AAAAJ,"Profesor Titular de Biología y Genética Molecular, Universidad de Buenos Aires","['epigenética', 'adaptación al estrés abiótico en plantas']",2636,57,[]
Raquel Chan,GpduQV8AAAAJ,Instituto de Agrobiotecnología del Litoral (CONICET-UNL),['Plant Molecular Biology'],5645,145,[]
Pablo Balenzuela,J58hVoEAAAAJ,"Conicet Researcher and Adjunct Professor, Physics Department, School of Science, University of","['Complex systems', 'computational models', 'NLP', 'Sociophysics']",2733,81,"['6UA7EwUAAAAJ', 'pK7ZGlkAAAAJ', '8zVJEt8AAAAJ', 'jqt0BWgAAAAJ', 'Q9ssI9cAAAAJ', 'j7vXxy0AAAAJ', 'S76yu0YAAAAJ', 'pD_KtxUAAAAJ', 'CXKu_0oAAAAJ', '5ZancgsAAAAJ', 'O19Ub0MAAAAJ', 'pFIlwGUAAAAJ', '-yd_CQEAAAAJ']"
Federico Pelisch,MaB8PC0AAAAJ,"MRC Career Development Fellow, University of Dundee","['Cell Biology', 'Biochemistry']",2742,31,"['gFXgfpkAAAAJ', '5fTzvBMAAAAJ', 'wNge-pIAAAAJ', 'qzsytvoAAAAJ', '7HmZizkAAAAJ']"
Stefan A Rensing,6iGPw-MAAAAJ,"Professor, University of Freiburg","['plant biology', 'evolution', 'comparative genomics', 'bioinformatics', 'phylogeny']",18736,206,[]
Nibaldo C. Inestrosa,pnVP9X8AAAAJ,Pontificia Universidad Catolica de Chile,[],30344,572,[]
Terrence Sejnowski,m1qAiOUAAAAJ,"Francis Crick Professor, Salk Institute, Distingished Professor, UC San Diego","['Computational Neuroscience', 'Artificial Intelligence']",169111,1476,['JicYPdAAAAAJ']
Frank Wellmer,h6gO0jkAAAAJ,Trinity College Dublin,['Plant Developmental Genetics'],5840,71,"['CoxGqVsAAAAJ', 'TA9WVPsAAAAJ', 'H3erAbsAAAAJ', 'trOlRxkAAAAJ', 'EZhch-MAAAAJ', 'VCqkOF8AAAAJ', '4EY8bJ4AAAAJ', 'iGy7s-oAAAAJ', 'h0SfW_MAAAAJ']"
Peter Gould,TRgYFIMAAAAJ,University Centre Reaseheath,"['food security', 'sustainability', 'circadian']",2495,31,[]
Peter Hayman,la3p2-oAAAAJ,South Australian Research and Development Institute,['Agriculture Climate'],1973,152,"['Dn1ofkEAAAAJ', 'mcN_nI4AAAAJ', 'gULg42oAAAAJ', 'yd0iZkEAAAAJ', '2Ap_D0MAAAAJ', 'mJeSBzAAAAAJ', 'r0D-2P8AAAAJ', '14d9qrkAAAAJ']"
Dorothee Stöckle,JhkrYe8AAAAJ,University of Zurich,"['Plant science', 'Development', 'Cell biology', 'Cytoskeleton']",586,9,[]
Anna Stepanova,U5XX5wgAAAAJ,North Carolina State University,['Plant molecular genetics and synthetic biology'],14933,80,"['ZVUGn78AAAAJ', '217PMk0AAAAJ', 'SdaQU5sAAAAJ', 'wDYHn8YAAAAJ', 'cvICR5AAAAAJ', 'JdVqIuQAAAAJ', 'C8gEV4wAAAAJ', 'wzqGYZ8AAAAJ', 'Nl6JjCIAAAAJ', 'JsBPOe4AAAAJ', 'BP-o6_kAAAAJ', 'Ei-B8O4AAAAJ', 'HRcHV4gAAAAJ', 'FxWuN48AAAAJ', 'Izt048cAAAAJ', 'ZTZzkagAAAAJ', 'gQGmMqwAAAAJ']"
Luca Rizzini,895-LKEAAAAJ,New York University,[],2185,7,[]
Przemyslaw Prusinkiewicz,pjH7e8IAAAAJ,"Professor of Computer Science, University of Calgary","['Computer Graphics', 'Biological Modelling', 'Morphogenesis', 'Plant Development']",23864,291,[]
Eduardo Trentacoste,AAkGDlgAAAAJ,"Investigador, EEA La Consulta, INTA. Mendoza, Argentina","['ecophysiology', 'olive', 'orchard management']",767,86,"['Dn1ofkEAAAAJ', 'pDDtv4AAAAAJ', 'TlYYSV0AAAAJ', 'McPKejgAAAAJ', 'yehKg0AAAAAJ']"
Roininen h,brGhxnwAAAAJ,Unknown affiliation,"['Ecology', 'entomology', 'insect ecology and evolution', 'forest restoration', 'edible insects']",5170,181,[]
Leandro Quadrana,HB65COYAAAAJ,"Researcher CNRS, IPS2 Paris-Saclay","['Transposable elements', 'Epigenetics', 'Genomics', 'Quantitative genetics']",1991,30,"['NgSjuyYAAAAJ', '4IKg6V0AAAAJ', 'XA2YfioAAAAJ', 'ZZuI3TwAAAAJ', 'gFXgfpkAAAAJ']"
Song Zhuojun,jfAJGBcAAAAJ,National University of Singapore,"['functional genomics', 'plant science', 'molecular evolution']",152,13,"['jbZQY00AAAAJ', 'iJW5EF0AAAAJ', 'gF_2tpoAAAAJ', 'iuBGuyIAAAAJ', 'mywyfl8AAAAJ']"
